Report Number,Supplemental Number,Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Operator Employee Injuries,Operator Contractor Injuries,Emergency Responder Injuries,Other Injuries,Public Injuries,All Injuries,Operator Employee Fatalities,Operator Contractor Fatalities,Emergency Responder Fatalities,Other Fatalities,Public Fatalities,All Fatalities,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
20100288,19282,2010,11/9/2010 7:19 AM,31476,SEMGROUP LP,"CUNNINGHAM 12""",ONSHORE,UNDERGROUND,CRUDE OIL,,,HAVEN,RENO COUNTY,KS,37.89533,-97.88435,CORROSION,INTERNAL,95,0,90,5,NO,NO,YES,11/9/2010 7:22,11/9/2010 9:03,0,,,,,,,,,,,,,10000,450,26500,5000,50000,0,91950
20100274,17495,2010,11/9/2010 8:45 AM,31174,"SHELL PIPELINE CO., L.P.",CARSON DISTRIBUTION FACILITY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,CARSON,LOS ANGELES,CA,33.7963,-118.2347,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,17,0,12,5,NO,NO,NO,,,0,,,,,,,,,,,,,0,530,0,3000,1000,4000,8530
20100280,17506,2010,11/10/2010 7:45 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,HEALDTON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,HEALDTON,CARTER,OK,34.24278,-97.49972,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2,0,0,2,NO,NO,NO,,,0,,,,,,,,,,,,,700,0,0,0,3000,0,3700
20100293,18571,2010,11/11/2010 9:15 AM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",FLOODWOOD STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,FLOODWOOD,ST. LOUIS,MN,46.93944,-92.93861,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.36,0,0.36,0,NO,NO,NO,,,,,,,,,,,,,,,,1000,0,0,5000,25000,0,31000
20100258,16106,2010,11/11/2010 1:00 PM,31610,BP WEST COAST PRODUCTS L.L.C.,LINE E-31A,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,SIGNAL HILL,LOS ANGELES,CA,33.811699,-118.180656,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,120,0,41,79,NO,NO,NO,,,0,,,,,,,,,,,,,250000,15000,0,230000,270000,0,765000
20100290,15722,2010,11/12/2010 9:48 AM,22610,"MAGELLAN PIPELINE COMPANY, LP","#6-12"" ROSEMOUNT TO WILLMAR LINE",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,SAVAGE,SCOTT,MN,44.77328,-93.35844,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",48,0,48,0,NO,NO,,,,,,,,,,,,,,,,,33000,500,0,100000,260000,0,393500
20100285,17698,2010,11/12/2010 3:00 PM,18718,SUNOCO PIPELINE L.P.,ENID STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,ENID,GARFIELD,OK,36.41936,-97.84852,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.48,0,0,0.48,NO,NO,YES,11/12/2010 15:00,11/12/2010 19:47,0,,,,,,,,,,,,,5035,40,0,2293,0,0,7368
20100279,17472,2010,11/15/2010 8:00 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,HEALDTON STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,HEALDTON,CARTER,OK,34.24278,-97.49972,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,15,,10,5,NO,NO,NO,,,,,,,,,,,,,,,,1500,0,500,0,45000,0,47000
20100304,18139,2010,11/15/2010 8:35 AM,9175,JAYHAWK PIPELINE LLC,COLDWATER STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,COLDWATER ,KIOWA,KS,37.414383,-99.320819,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2,0,2,0,NO,NO,YES,11/15/2010 8:36,11/15/2010 12:45,0,,,,,,,,,,,,,0,0,0,300,0,0,300
20100299,18173,2010,11/15/2010 6:20 PM,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",WEST LEG ANHYDROUS AMMONIA SYSTEM,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,EARLY,SAC,IA,42.5325,-95.1332,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",8.62,0,0,8.62,NO,NO,YES,11/15/2010 18:20,11/17/2010 15:00,0,,,,,,,,,,,,,25000,650,500,10000,31281,0,67431
20100282,15521,2010,11/15/2010 6:51 PM,18718,SUNOCO PIPELINE L.P.,DIBOLL STATION,ONSHORE,TRANSITION AREA,CRUDE OIL,,,DIBOLL,ANGELINE,TX,31.1591,-94.6759,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,15,0,10,5,NO,NO,NO,,,,,,,,,,,,,,,,8875,405,0,5589,4565,0,19434
20100248,17478,2010,11/16/2010 1:00 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,FREEPORT TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,FREEPORT,BRAZORIA,TX,28.9351,-95.3198,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.71,0,0,0.71,NO,NO,,,,,,,,,,,,,,,,,500,0,0,0,0,28685,29185
20110094,17593,2010,11/16/2010 1:40 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,MAPCO HOBBS JCT TO MAPCO HOBS STATION,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,Y-GRADE,SEMINOLE,GAINES,TX,32.75732,-102.90678,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,25,0,0,25,NO,NO,YES,,,,,,,,,,,,,,,,20000,20000,0,5000,0,0,45000
20100287,17283,2010,11/16/2010 4:46 PM,31174,"SHELL PIPELINE CO., L.P.",ERATH TO EAST HOUSTON CRUDE,ONSHORE,UNDERGROUND,CRUDE OIL,,,VINTON,CALCASIEU,LA,30.06066,-93.55077,CORROSION,EXTERNAL,1030,,495,535,NO,NO,YES,11/16/2010 16:46,11/23/2010 9:17,,,,,,,,,,,,,,375000,40000,25000,524000,25000,0,989000
20100289,18420,2010,11/18/2010 8:00 AM,2552,COLONIAL PIPELINE CO,MOUNDVILLE STATION,ONSHORE,TRANSITION AREA,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,MOUNDVILLE,HALE,AL,32.97722,-87.65444,CORROSION,EXTERNAL,0.24,0,0.24,0,NO,NO,,,,,,,,,,,,,,,,,1000,50,0,12200,0,0,13250
20100294,16186,2010,11/20/2010 1:15 AM,18718,SUNOCO PIPELINE L.P.,"AMDEL 10""",ONSHORE,UNDERGROUND,CRUDE OIL,,,NEW WAVERLY,WALKER,TX,30.5572,-95.5842,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",100,0,0,100,NO,NO,YES,11/20/2010 1:15,11/1/2011 9:45,0,,,,,,,,,,,,,82987,8500,0,212385,134188,0,438060
20100301,18056,2010,11/20/2010 8:30 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",CARTERET TERMINAL IN PLANT COLONIAL CONNECTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,CARTERET,MIDDLESEX,NJ,40.58925,-74.21709,INCORRECT OPERATION,INCORRECT VALVE POSITION,4,0,2,2,NO,NO,YES,11/20/2010 8:55,11/20/2010 11:30,,,,,,,,,,,,,,0,200,0,5500,6000,0,11700
20100267,18137,2010,11/22/2010 9:00 AM,9175,JAYHAWK PIPELINE LLC,SUBLETEE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SUBLETTE,HASKELL,KS,37.4175,-100.7953,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.35,0,0.19,0.16,NO,NO,NO,,,0,,,,,,,,,,,,,350,25,0,180,500,0,1055
20100272,17464,2010,11/22/2010 2:30 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,WITHERS STATION TO WEST COLUMBIA STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,WEST COLUMBIA,BRAZORIA,TX,29.1452,-95.68005,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,10,,8,2,NO,NO,,,,,,,,,,,,,,,,,11500,0,0,0,0,6500,18000
20100309,17396,2010,11/23/2010 6:00 AM,2731,CHEVRON PIPE LINE CO,SIGNA STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,TAFT,,CA,35.119174,-119.378251,CORROSION,INTERNAL,0.76,0,0.76,0,NO,NO,YES,11/23/2010 6:00,12/23/2010 0:00,0,,,,,,,,,,,,,5000,65,0,0,0,0,5065
20100308,18178,2010,11/23/2010 12:09 PM,31720,KINDER MORGAN PIPELINES (USA) INC,EXPRESS PIPELINE FISH CREEK STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,,MT,46.2199,-109.437,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,90,,90,0,NO,NO,YES,11/23/2010 12:09,11/24/2010 19:59,0,,,,,,,,,,,,,110000,7500,0,20000,50000,0,187500
20100306,17742,2010,11/23/2010 4:35 PM,3445,DIXIE PIPELINE,DIXIE PIPELINE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,MONT BELVIEU,CHAMBERS,TX,29.84931,-94.89759,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3,0,0,3,NO,NO,,,,0,,,,,,,,,,,,,1000,270,0,0,0,0,1270
20100296,18421,2010,11/24/2010 6:15 AM,2552,COLONIAL PIPELINE CO,,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,,,SC,34.55261,-82.48781,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.48,0,1.48,0,NO,NO,,,,,,,,,,,,,,,,,2500,137,0,0,0,450,3087
20100314,18488,2010,11/27/2010 9:30 AM,2731,CHEVRON PIPE LINE CO,31X FACILITY,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MCKITTRICK,KERN,CA,35.383359,-119.742552,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.54,0,0.54,0,NO,NO,,,,,,,,,,,,,,,,,5000,0,0,0,0,0,5000
20100312,15808,2010,11/27/2010 3:00 PM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,MILLERSBURG,IOWA,IA,41.60865,-92.13573,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",2.3,0,0,2.3,NO,NO,YES,11/27/2010 15:15,12/2/2010 8:00,0,,,,,,,,,,,,,27700,160,0,0,3150,0,31010
20100297,18422,2010,11/28/2010 7:20 AM,2552,COLONIAL PIPELINE CO,LINDEN JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,AVENEL,MIDDLESEX,NJ,40.57083,-74.25333,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.43,0,0.43,0,NO,NO,,,,,,,,,,,,,,,,,140,60,0,19800,0,0,20000
20100269,18929,2010,11/28/2010 10:00 AM,31610,BP WEST COAST PRODUCTS L.L.C.,EAST HYNES,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,LONG BEACH,LOS ANGELES,CA,33.863186,-118.163396,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.24,0,0.24,0,NO,NO,YES,11/28/2010 10:00,11/30/2010 12:00,0,,,,,,,,,,,,,1000,0,0,1000,0,0,2000
20100310,17827,2010,11/29/2010 3:10 AM,31555,KINDER MORGAN CO2 CO. LP,KATZ METER STATION,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),,,KNOX CITY,STONEWALL,TX,33.38649,-100.01332,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,26,0,0,26,NO,NO,NO,,,0,,,,,,,,,,,,,204,14,0,200,0,0,418
20100295,17407,2010,11/29/2010 10:00 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",CRANE STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,CRANE,CRANE,TX,31.427166,-102.37033,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.24,0,0.24,0,NO,NO,,,,0,,,,,,,,,,,,,80,30,0,800,700,500,2110
20100275,17617,2010,11/30/2010 6:08 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,EL DORADO TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,EL DORADO,UNION,AR,33.25417,-92.61944,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,10,,10,0,NO,NO,YES,11/30/2010 18:08,11/30/2010 22:35,,,,,,,,,,,,,,2500,0,0,0,8000,0,10500
20100307,18570,2010,12/1/2010 9:00 AM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 5,ONSHORE,ABOVEGROUND,CRUDE OIL,,,NORTH BRANCH,LAPEER,MI,43.26707,-83.25139,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.24,0,0.24,0,NO,NO,NO,,,0,,,,,,,,,,,,,50,0,0,0,10000,0,10050
20100271,16319,2010,12/1/2010 4:00 PM,32109,ONEOK NGL PIPELINE LP,10484/MB1 ARBUCKLE DELIVERY,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,MONT BELVIEU,CHAMBERS,TX,29.85635,-94.90781,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,83,579,0,83,NO,NO,YES,12/1/2010 16:01,12/2/2010 13:30,0,,,,,,,,,,,,,55000,30862,0,25000,0,18000,128862
20100317,17187,2010,12/1/2010 5:00 PM,2731,CHEVRON PIPE LINE CO,RED BUTTE BLOCK VALVE SITE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SALT LAKE CITY,SALT LAKE,UT,40.766643,-111.827358,INCORRECT OPERATION,OTHER INCORRECT OPERATION,500,0,250,250,NO,NO,YES,12/1/2010 20:30,2/1/2011 20:30,0,,,,,,,,,,,,,276656,1092448,0,7766523,5275771,6422527,20833925
20100315,22011,2010,12/2/2010 7:15 PM,1845,"BUCKEYE PARTNERS, LP",SAUGET TO DUPO 162 LINE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,NEW DOUGLAS,MADISON,IL,38.94905,-89.75185,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,500,0,10.3,489.7,NO,NO,YES,12/2/2010 19:50,12/9/2010 22:10,0,,,,,,,,,,,,,188580,50000,0,666080,3804906,0,4709566
20100283,17878,2010,12/3/2010 4:27 PM,31684,CONOCOPHILLIPS,,ONSHORE,UNDERGROUND,CRUDE OIL,,,WICHITA FALLS,WICHITA,TX,33.936233,-98.496906,CORROSION,INTERNAL,0.83,,0.83,0,NO,NO,NO,,,,,,,,,,,,,,,,12000,75,0,1800,2800,0,16675
20100316,18092,2010,12/4/2010 10:30 AM,18718,SUNOCO PIPELINE L.P.,"KILGORE 10""",ONSHORE,UNDERGROUND,CRUDE OIL,,,LIVINGSTON,POLK,TX,30.81167,-94.76787,CORROSION,INTERNAL,75,0,30,45,NO,NO,YES,12/4/2010 10:40,12/4/2010 21:00,0,,,,,,,,,,,,,21778,3825,0,28546,101191,0,155340
20110068,17817,2010,12/5/2010 6:40 AM,300,"PLAINS PIPELINE, L.P.",CHINA GROVE TANK FACILITY,ONSHORE,UNDERGROUND,CRUDE OIL,,,HERMLEIGH,SCURRY,TX,32.532127,-100.842157,CORROSION,INTERNAL,6,,6,0,NO,NO,YES,12/5/2010 6:40,12/5/2010 8:00,,,,,,,,,,,,,,7500,500,0,3500,10000,0,21500
20100313,15481,2010,12/5/2010 1:00 PM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,,NORTH ENGLISH,IOWA,IA,41.51718,-92.00372,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.98,0,0,0.98,NO,NO,YES,12/5/2010 13:15,12/7/2010 11:00,0,,,,,,,,,,,,,0,66,0,0,1800,0,1866
20110003,17409,2010,12/5/2010 8:30 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",KANSAS CITY STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,KANSAS CITY,WYANDOTTE,KS,39.13805,-94.6025,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.6,0,0.6,0,NO,NO,YES,12/5/2010 20:30,12/6/2010 0:30,,,,,,,,,,,,,,300,75,0,0,0,0,375
20100303,17378,2010,12/6/2010 5:15 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",WEST TULSA TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,TULSA,TULSA,OK,36.1326083,-96.029061,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.19,0,0.19,0,NO,NO,,,,,,,,,,,,,,,,,0,30,0,500,0,0,530
20110002,18408,2010,12/6/2010 7:30 AM,2552,COLONIAL PIPELINE CO,DORSEY JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,WOODBINE,CARROLL,MD,39.36139,-77.03778,INCORRECT OPERATION,INCORRECT VALVE POSITION,1.17,0,1,0.17,NO,NO,,,,,,,,,,,,,,,,,2500,150,0,7745,0,0,10395
20110004,18900,2010,12/6/2010 12:07 PM,1845,"BUCKEYE PARTNERS, LP",LINDEN STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,LINDEN,UNION,NJ,40.61145,-74.23725,CORROSION,INTERNAL,3.78,,3.78,0,NO,NO,NO,,,,,,,,,,,,,,,,13500,0,0,35100,19000,0,67600
20110266,15959,2010,12/6/2010 1:00 PM,26303,UNOCAL PIPELINE CO - EASTERN REGION,VAN GATHERING ,ONSHORE,UNDERGROUND,CRUDE OIL,,,VAN,VAN ZANDT,TX,32.540604,-95.701173,CORROSION,EXTERNAL,3,0,3,0,NO,NO,YES,12/6/2010 13:15,,0,,,,,,,,,,,,,15000,0,0,200000,35000,0,250000
20100300,17646,2010,12/6/2010 11:29 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,GAINES PUMP STATION- ROCKY MOUNTAIN SYSTEM,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,Y-GRADE,SEMINOLE,GAINES,TX,32.775943,-102.959437,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,1,1.6,0,1,NO,NO,YES,12/6/2010 23:29,12/14/2010 8:00,0,,,,,,,,,,,,,1000,50,0,0,0,0,1050
20110007,17413,2010,12/7/2010 9:35 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",FARGO TANK FARM,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,FARGO,CASS,ND,46.877218,-96.879506,NATURAL FORCE DAMAGE,TEMPERATURE,1.42,0,1,0.42,NO,NO,,,,,,,,,,,,,,,,,1000,200,0,2000,2500,0,5700
20100298,17548,2010,12/9/2010 11:50 AM,395,AMOCO OIL CO,WOOD RIVER PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,WOOD RIVER ,MADISON,IL,38.848525,-90.084617,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.23,0,0.23,0,NO,NO,NO,,,0,,,,,,,,,,,,,250,50,0,150,3000,0,3450
20110009,18479,2010,12/9/2010 12:15 PM,4805,EXPLORER PIPELINE CO,PORT ARTHUR TANK FARM,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,PORT ARTHUR,JEFFERSON,TX,29.90087416,-94.00565624,CORROSION,EXTERNAL,2,,2,0,NO,NO,NO,,,,,,,,,,,,,,,,570000,25,0,5000,0,0,575025
20100292,20387,2010,12/9/2010 4:17 PM,32109,ONEOK NGL PIPELINE LP,ONEOK - LINE CREEK TO CALUMET 4 INCH 10149,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,POCASSET,GRADY,OK,35.203837,-98.06593,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,286,0,0,286,NO,NO,YES,12/9/2010 22:38,12/13/2010 22:00,0,,,,,,,,,,,,,74000,12987,0,0,0,0,86987
20100291,20337,2010,12/9/2010 5:50 PM,32109,ONEOK NGL PIPELINE LP,ONEOK JAYHAWK PIPELINE  10251,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,GREENSBURG,EDWARDS,KS,37.742029,-99.217775,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,3415,0,0,3415,NO,NO,YES,12/9/2010 17:50,12/11/2010 17:00,8,,,,,,,,,,,,,61000,155075,0,0,0,0,216075
20110012,19854,2010,12/9/2010 6:12 PM,5081,"COFFEYVILLE RESOURCES CRUDE TRANSPORTATION, LLC",BARTLESVILLE TO BROOME PIPELINE,ONSHORE,UNDERGROUND,CRUDE OIL,,,COPAN,WASHINGTON,OK,36.93117,-95.90781,CORROSION,INTERNAL,199,0,195,4,NO,NO,YES,12/9/2010 18:30,12/23/2010 8:30,0,,,,,,,,,,,,,46397,17413,0,389430,3000,0,456240
20110008,16854,2010,12/10/2010 3:28 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,WEST LEG BLUE LINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE,TRIMONT,MARTIN,MN,43.72835,-94.73,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,4544,141,0,4544,NO,NO,YES,12/10/2010 15:31,12/15/2010 16:15,12,,,,,,,,,,,,,79087,237477,0,45565,0,0,362129
20110011,17289,2010,12/11/2010 3:30 PM,1845,"BUCKEYE PARTNERS, LP",TAYLOR TERMINAL OPERATIONS (BTTDB),ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,TAYLOR,WAYNE,MI,42.1514,-83.163,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,29,0,29,0,NO,NO,NO,,,0,,,,,,,,,,,,,0,0,0,1096,6255,2163,9514
20110005,15809,2010,12/12/2010 9:35 AM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,MCPHERSON STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,MCPHERSON,MCPHERSON COUNTY,KS,38.34136,-97.66619,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.48,0,0.12,0.36,NO,NO,YES,12/12/2010 9:42,12/12/2010 10:56,0,,,,,,,,,,,,,500,62,0,2000,200,0,2762
20110067,18136,2010,12/13/2010 9:30 AM,9175,JAYHAWK PIPELINE LLC,SUBLETTE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SUBLETTE,HASKELL,KS,37.4175,-100.7953,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.24,0,0.19,0.05,NO,NO,NO,,,,,,,,,,,,,,,,200,20,0,200,200,0,620
20110013,17977,2010,12/13/2010 3:47 PM,22855,"KOCH PIPELINE COMPANY, L.P.",BETHANY PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,EAGLEVILLE,HARRISON,MO,40.5566,-93.93892,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.24,0,0,0.24,NO,NO,NO,,,0,,,,,,,,,,,,,0,21,0,0,20000,0,20021
